userid,uniqueID,gender,age,consumption,shopping,occupation
1052,D8046205,1,21,3,2,1
1053,X6670860,0,18,1,2,2
1054,W8914864,1,24,1,3,2
1055,=6353464,1,20,3,1,2
1056,W7311064,0,24,1,3,2
1057,I8225286,1,23,3,3,1
1058,R7011837,0,19,1,3,2
1059,>89232,0,15,3,2,1
1060,@8693326,0,24,3,2,2
1061,^7726803,0,24,2,3,1
1062,U9591432,0,17,2,3,1
1063,Z8234518,0,20,3,2,1
1064,S8666646,0,17,3,1,2
1065,[9173598,1,16,3,2,2
1066,Y7295811,1,24,3,2,1
1067,M9029972,0,18,2,1,2
1068,E7710582,1,17,2,3,1
1069,E8752888,1,24,1,3,2
1070,C6944902,1,16,3,1,2
1071,L9422963,0,22,1,2,2
1072,<7325753,1,15,3,3,1
1073,Y8030597,0,25,1,1,2
1074,=8035513,1,17,1,3,1
1075,C896104,0,15,1,2,2
1076,C9563473,0,16,1,3,1
1077,Z8353693,1,20,2,3,2
1078,D7555425,0,18,2,1,2
1079,A8515842,1,23,3,1,2
1080,O694257,0,22,1,2,2
1081,<7441582,1,24,1,1,2
1082,@6242237,1,22,2,1,2
1083,G9522641,1,22,1,2,2
1084,J7997465,0,18,1,1,2
1085,@8198336,1,18,1,3,2
1086,>7730987,0,25,3,3,2
1087,>6235030,0,18,1,3,2
1088,\6950879,1,17,1,3,1
1089,M7156128,0,25,2,2,1
1090,X6695369,1,22,2,1,1
1091,H885067,0,17,2,2,2
1092,D9325620,0,20,3,2,2
1093,F8056173,1,23,1,2,2
1094,O8594540,1,25,2,3,2
1095,\8169211,0,16,3,1,2
1096,D8466993,1,25,2,2,1
1097,_8698145,1,15,1,1,1
1098,A9591113,0,21,1,1,1
1099,Y7979410,0,16,3,3,1
1100,\9161627,1,24,3,2,1
1101,U7928170,1,16,1,1,2
1102,S709438,0,19,2,1,2
1103,B8367621,1,22,2,3,2
1104,D8975717,0,22,1,1,1
1105,W601505,0,24,1,2,1
1106,V6048508,1,22,1,1,2
1107,A7453216,0,16,1,2,2
1108,[7589080,0,15,2,2,2
1109,Y7643826,1,17,3,3,2
1110,L8962142,1,24,2,2,1
1111,L6635153,1,22,2,3,2
1112,B8893783,1,15,2,2,1
1113,L8040642,1,23,1,3,1
1114,A9257042,1,19,1,1,1
1115,M9218526,1,21,2,2,2
1116,B7580319,0,24,2,1,1
1117,U6516033,1,20,2,1,1
1118,]7552013,0,25,2,1,1
1119,E793630,0,20,2,2,2
1120,=6983428,0,17,3,2,1
1121,?7614445,0,20,2,1,1
1122,_6174739,1,21,3,1,2
1123,F8616032,1,25,2,2,1
1124,>916636,1,20,1,3,2
1125,<8272099,1,21,1,1,2
1126,?9456033,1,18,1,2,1
1127,<8678672,0,25,2,2,1
1128,>8886952,0,25,3,3,1
1129,H6661016,1,15,3,2,1
1130,U6110277,1,20,2,1,1
1131,^9321252,1,23,2,1,2
1132,X674307,1,25,1,1,2
1133,V745552,1,22,2,1,2
1134,U6067816,0,21,2,1,2
1135,D6087240,1,15,3,2,1
1136,N7272135,0,21,1,3,2
1137,U8912346,1,17,1,2,2
1138,Q9548142,0,20,1,2,1
1139,F6140050,1,15,3,2,1
1140,R9287395,1,21,1,1,1
1141,Z7714922,0,16,1,2,2
1142,G9130893,1,18,2,1,2
1143,O8974209,0,15,3,3,2
1144,R8940710,0,24,3,1,2
1145,G6617046,0,25,3,3,2
1146,=792044,0,17,2,2,2
1147,^6025902,0,16,3,1,2
1148,]8021952,0,25,1,3,2
1149,@6125565,0,17,3,2,2
1150,F8412994,1,15,3,2,2
1151,F8024213,0,21,1,3,2
1152,?8077937,1,22,2,3,2
1153,>6189321,0,16,2,1,2
1154,P763252,0,15,1,2,2
1155,G8655572,1,22,1,3,2
1156,R751202,0,25,3,1,2
1157,N6610467,1,18,3,3,1
1158,I7693247,0,17,3,2,1
1159,D827168,0,21,2,3,2
1160,@8046316,0,18,3,2,1
1161,<7263581,1,25,3,2,1
1162,P6560298,0,25,1,2,2
1163,^6826053,1,17,2,1,1
1164,]7388979,1,21,3,2,2
1165,O6454640,1,20,1,1,2
1166,Z8458681,0,19,1,2,2
1167,F8472758,0,19,2,1,1
1168,M8350039,0,15,3,2,1
1169,O6960432,0,16,3,3,1
1170,P6447497,0,22,2,1,2
1171,]8158687,1,17,2,3,2
1172,U8220071,0,23,3,3,1
1173,A6031622,0,23,2,1,1
1174,>7530398,1,22,2,2,1
1175,T6543348,1,15,3,2,1
1176,R9024571,0,25,2,2,1
1177,@8596280,0,17,3,2,2
1178,R866352,1,19,2,2,1
1179,P7324174,0,19,2,3,1
1180,C6971977,0,19,2,2,2
1181,<7984212,0,18,3,3,2
1182,G8667840,0,22,2,2,1
1183,M7579045,1,20,2,1,1
1184,=7827516,0,17,1,2,1
1185,T6191153,1,17,2,3,1
1186,\7269545,0,18,2,1,2
1187,P8123727,1,17,3,3,1
1188,R6851280,1,20,3,3,2
1189,G8929718,1,15,3,1,1
1190,>6621386,0,24,3,1,1
1191,>6216540,0,25,1,2,2
1192,I7234684,1,21,1,3,1
1193,U8255817,1,21,2,3,2
1194,R9241451,1,22,2,2,2
1195,I7490234,1,16,1,1,2
1196,@7856200,1,18,1,3,1
1197,N8430705,0,19,2,2,1
1198,?9529342,1,20,2,3,1
1199,<703792,1,19,2,2,1
1200,\6968295,1,24,1,3,2
1201,V8264435,0,17,3,3,1
1202,E8592704,0,22,2,3,1
1203,=8995534,0,17,1,2,2
1204,E648578,1,21,3,2,2
1205,M892155,1,23,2,3,1
1206,<7882410,1,21,1,1,1
1207,U7182531,1,20,3,2,1
1208,Q7210666,0,15,2,1,2
1209,V6543612,1,23,1,1,1
1210,G7655319,1,25,3,3,1
1211,O8375728,1,22,1,1,2
1212,H6668397,1,20,1,1,1
1213,E8946085,1,16,2,3,2
1214,F75751,0,19,3,2,1
1215,K7891801,0,17,1,1,2
1216,N8780176,0,17,1,3,1
1217,X9233008,0,20,2,2,2
1218,\6924634,1,17,1,1,1
1219,W8912564,1,17,1,3,2
1220,A8872954,0,22,3,2,1
1221,<7633888,1,19,1,1,1
1222,S9494875,0,19,3,2,1
1223,S6991971,1,16,3,3,1
1224,Q7474101,0,23,2,1,1
1225,X7899220,0,17,3,1,2
1226,N614343,1,22,3,2,2
1227,\7232081,0,25,3,1,1
1228,@9263831,1,19,1,1,1
1229,C9277987,0,22,3,2,2
1230,S829340,0,15,3,2,1
1231,B9335071,0,25,3,2,1
1232,^713461,0,20,2,1,1
1233,@778673,0,16,2,3,2
1234,G7752116,1,19,3,3,2
1235,Z678596,1,22,3,2,2
1236,O6793724,1,21,3,1,2
1237,?6063016,1,22,3,3,2
1238,Q8266407,0,16,1,2,1
1239,[8929748,0,18,1,1,2
1240,D7374638,1,18,1,3,2
1241,Z7988945,1,17,2,1,1
1242,[7910739,1,16,2,3,1
1243,W6284670,1,16,1,3,2
1244,>8827643,0,19,1,2,2
1245,P9428075,0,15,3,1,1
1246,?9561218,0,16,3,3,1
1247,G7076544,1,24,2,1,1
1248,Q8595430,1,15,3,1,1
1249,F7337644,0,20,3,2,2
1250,G9432523,1,21,2,3,1
1251,C8746186,0,16,2,2,2
1252,R9077978,0,20,2,2,2
1253,Q8719819,0,20,1,2,2
1254,F8175384,1,18,1,2,1
1255,A6072327,1,18,2,3,2
1256,P626571,1,21,3,1,1
1257,N8255309,1,24,3,1,1
1258,>8532849,1,24,3,2,1
1259,D7612222,1,23,2,1,2
1260,X6540701,0,15,2,3,1
1261,K6059079,1,22,3,2,1
1262,^628787,0,23,2,3,1
1263,X908548,1,16,3,1,1
1264,Q8367922,0,25,3,1,1
1265,@6012473,1,22,3,2,1
1266,_9129859,1,17,2,1,2
1267,G8229218,0,15,2,1,1
1268,R8720145,1,20,1,1,2
1269,L6689513,1,21,1,2,1
1270,Q7048847,1,24,2,3,1
1271,Z7913295,0,18,2,3,2
1272,A7652727,1,18,1,2,2
1273,^7678352,1,25,3,1,2
1274,F8055619,1,21,3,2,2
1275,C8580037,1,23,1,1,2
1276,D6760186,0,25,1,3,1
1277,E761563,1,16,2,2,2
1278,X7925804,1,22,2,1,2
1279,>8611964,0,22,1,1,1
1280,W7025063,1,25,3,2,2
1281,Y7969720,0,25,2,2,1
1282,V6347293,0,22,2,3,2
1283,=6445508,0,18,1,3,2
1284,_6020713,0,17,2,2,2
1285,A8549742,1,24,1,2,2
1286,P9223120,1,19,3,1,2
1287,G835172,0,21,2,1,1
1288,F745949,1,17,2,3,2
1289,P6598289,0,20,1,3,1
1290,X6152015,1,25,1,2,2
1291,=7880077,0,17,1,2,1
1292,R8464267,1,20,2,3,2
1293,U928275,1,16,3,2,1
1294,\7541685,0,15,1,3,1
1295,O7489384,1,23,1,1,2
1296,D6854297,0,18,2,3,2
1297,Z8524915,0,16,1,1,2
1298,@705159,1,22,1,2,2
1299,?8190003,0,24,1,1,1
1300,D6444775,1,20,1,2,2
1301,T7930490,0,20,3,2,2
1302,W9438006,0,22,3,1,1
1303,>6370027,1,22,2,1,2
1304,_9116194,1,15,2,2,2
1305,H6949185,0,22,2,1,2
1306,=6865018,0,24,2,2,1
1307,R8724487,0,25,2,1,2
1308,A7011421,1,17,3,1,2
1309,C878518,1,23,1,2,1
1310,I8483099,1,19,1,3,1
1311,A9140306,1,22,3,2,2
1312,H8819173,0,19,3,3,1
1313,T6092563,0,21,1,1,2
1314,B7214364,0,21,1,1,2
1315,T8917822,1,18,3,3,1
1316,B8469628,1,22,1,1,2
1317,Q8549039,0,16,1,3,2
1318,Y6514204,1,22,3,1,2
1319,R8227258,0,24,1,1,1
1320,W9215907,0,21,2,1,1
1321,W7153901,1,24,3,1,2
1322,U6460546,1,21,2,3,2
1323,I8144982,0,23,2,3,1
1324,O7163931,1,18,1,3,2
1325,Z6310508,0,22,3,3,2
1326,@9474317,0,17,2,2,1
1327,R6628307,1,20,1,3,2
1328,S803424,1,25,2,1,1
1329,V6844040,0,15,3,2,2
1330,B9596043,1,16,2,2,2
1331,R7976808,1,21,2,3,1
1332,U7471989,0,15,3,3,2
1333,W8168229,0,15,1,3,2
1334,N6063489,1,16,2,2,1
1335,D6688285,0,24,1,2,2
1336,L9071429,0,17,2,2,2
1337,P6330955,1,22,2,2,1
1338,L87871,0,22,3,1,1
1339,M7047559,1,20,3,3,2
1340,]9226633,0,22,1,2,1
1341,A672959,0,15,1,2,2
1342,_6945345,1,20,3,2,1
1343,B7991863,1,17,1,3,2
1344,]6857701,0,19,3,3,1
1345,]7950128,0,17,2,2,2
1346,]8596736,1,21,3,1,2
1347,U8671517,1,20,3,1,1
1348,Y954680,1,20,2,1,1
1349,X8228580,0,16,1,2,1
1350,F9382819,0,20,1,2,1
1351,C9070193,0,18,1,2,2
1352,S7612072,1,25,3,3,2
1353,<7261944,1,24,2,1,1
1354,I6088557,1,17,1,2,1
1355,A7771587,0,21,1,1,1
1356,\7248844,0,17,3,1,1
1357,^775347,0,20,1,1,2
1358,=7098511,0,15,3,3,2
1359,T8247344,0,18,2,2,1
1360,D8698116,0,15,1,2,1
1361,I8461345,1,20,2,3,2
1362,T8948812,0,19,2,1,1
1363,P785812,0,21,1,1,1
1364,K7512518,1,21,3,3,1
1365,N614116,0,24,1,1,2
1366,_6480911,0,18,2,2,1
1367,?7775501,1,21,1,3,2
1368,=7185125,0,20,2,3,1
1369,_7770992,1,17,3,2,2
1370,J8332085,1,19,3,2,2
1371,@664610,0,17,3,2,2
1372,^7642031,0,19,3,1,1
1373,F6417103,0,15,2,2,1
1374,A8683543,0,23,2,1,1
1375,H8233952,1,25,1,1,2
1376,C866520,1,24,2,3,1
1377,\9073718,0,15,1,1,2
1378,J9227103,1,20,2,2,2
1379,W6656197,0,23,1,3,1
1380,B7338275,0,22,2,3,2
1381,\7132335,1,24,2,1,1
1382,=9188431,0,23,1,3,1
1383,L6190578,0,15,1,3,2
1384,R8989338,0,20,3,1,1
1385,Q7964962,0,17,3,3,1
1386,F6280409,1,15,1,2,1
1387,>651536,1,16,3,2,1
1388,X7960975,0,25,1,2,2
1389,K9415584,1,19,3,3,2
1390,M7530087,1,15,3,3,2
1391,]8052236,1,23,1,3,1
1392,E7282399,0,23,3,1,1
1393,O8831242,0,21,2,1,1
1394,W7451197,0,20,2,3,1
1395,J9125759,1,22,2,1,2
1396,G8367448,1,17,3,3,2
1397,H7967898,0,21,1,1,2
1398,F871463,0,19,1,3,1
1399,M8251177,1,22,1,3,2
1400,Q9033829,0,19,2,1,1
1401,T6185279,0,19,1,1,1
1402,H7980201,0,25,2,3,1
1403,G6659733,0,22,3,2,1
1404,?8699961,0,21,2,1,2
1405,\6652778,0,17,3,1,2
1406,J7288931,0,22,2,3,2
1407,H6744656,1,16,2,1,1
1408,=6798109,0,19,3,2,1
1409,\7714390,1,25,2,1,1
1410,K7383337,0,18,1,1,2
1411,Z6726952,1,25,2,2,2
1412,H6162794,1,20,3,2,1
1413,_6910057,0,18,2,2,2
1414,W607587,1,15,3,2,1
1415,M7025427,0,23,1,2,2
1416,K9274665,1,20,3,1,1
1417,T7721226,0,17,2,3,1
1418,F832315,0,25,3,3,2
1419,Q8198714,0,25,3,2,2
1420,L8653267,0,18,2,2,1
1421,O721183,1,16,2,3,2
1422,A8031866,1,15,3,2,1
1423,Y6968617,1,16,2,3,2
1424,W914418,0,17,3,3,1
1425,N9065302,1,24,1,3,1
1426,@8271979,1,21,1,3,1
1427,D8145579,0,20,3,2,2
1428,W7038181,1,24,2,1,2
1429,Q7453602,0,20,1,2,2
1430,B6246141,0,23,2,3,1
1431,T7764736,1,15,2,2,1
1432,H8578774,0,19,1,3,2
1433,P7233956,1,18,2,1,2
1434,G8289348,0,15,1,2,1
1435,[7894836,0,19,3,3,2
1436,N9489690,1,22,3,3,1
1437,O6197717,1,21,2,1,2
1438,B9158441,1,21,3,2,1
1439,L6912552,1,23,1,3,1
1440,W7338599,1,18,3,1,1
1441,=7099231,0,22,1,3,1
1442,Y6490955,1,18,3,1,1
1443,Y7834323,0,25,1,2,1
1444,U9421999,0,22,2,3,2
1445,V8114646,1,21,2,1,1
1446,X6550889,1,25,3,1,1
1447,D6372254,1,15,2,1,1
1448,Z8363932,0,23,1,1,2
1449,<8942769,1,25,2,1,1
1450,O9074822,0,24,3,1,2
1451,G8921273,1,25,3,2,1
1452,A7192456,1,25,2,3,2
1453,[9037911,1,21,3,1,2
1454,<7862468,1,15,2,1,1
1455,O813878,0,16,1,2,1
1456,C7185221,1,23,2,2,1
1457,P7152065,1,19,1,2,2
1458,>7024796,0,24,2,2,2
1459,@7886279,1,16,1,2,2
1460,Q9459984,0,16,3,1,1
1461,]8978833,0,18,1,1,1
1462,Q9326064,1,25,2,2,1
1463,W8138550,0,25,1,1,2
1464,?7266276,0,21,2,1,1
1465,V6821907,0,21,3,2,2
1466,Q6021456,1,25,2,3,2
1467,O7342813,1,25,2,2,1
1468,D6212673,1,21,1,1,2
1469,B6766924,1,23,1,3,1
1470,Z765622,0,15,1,2,1
1471,]7460301,0,22,1,3,2
1472,T9437895,0,24,2,1,2
1473,N8914207,0,18,1,2,1
1474,=6348958,1,24,1,2,2
1475,A6639128,1,19,2,1,2
1476,T897714,1,19,3,1,2
1477,S6524883,1,18,1,3,2
1478,X795739,0,19,2,3,2
1479,P7195042,0,19,2,2,1
1480,A6584689,0,21,2,3,1
1481,^9558913,1,17,3,1,1
1482,O8431267,1,24,3,1,2
1483,P6716430,0,24,3,3,1
1484,?7487372,0,20,2,1,1
1485,J7221446,0,24,3,1,2
1486,]9549477,0,20,1,1,2
1487,E7733396,0,22,2,3,2
1488,]9413118,1,16,1,2,1
1489,[701132,0,25,2,2,2
1490,]9256813,1,22,2,2,2
1491,E9158415,1,25,1,3,1
1492,N7461805,0,16,2,1,1
1493,=9270352,1,19,1,2,2
1494,\7046352,1,18,3,3,1
1495,T6135546,1,17,3,3,2
1496,Z9352118,1,23,1,3,2
1497,>7024714,0,19,3,3,2
1498,B7676254,0,17,2,2,2
1499,I9345877,0,23,2,2,1
1500,W6972985,1,18,3,3,2
1501,W6668719,1,15,1,3,2
1502,@8596349,1,15,1,2,1
1503,M6294227,1,17,2,1,2
1504,[6366571,1,18,2,3,1
1505,^649994,0,15,2,2,1
1506,C8881340,0,15,1,3,1
1507,^6552069,0,18,1,3,1
1508,P8081783,1,21,1,2,1
1509,J9592842,0,20,1,2,1
1510,@932666,0,18,2,1,1
1511,R8554180,0,18,2,1,2
1512,R8483562,1,17,2,3,2
1513,R724262,1,24,1,1,1
1514,H7499513,0,20,3,1,2
1515,@6042348,0,21,1,1,2
1516,Y8841714,1,25,3,1,1
1517,N7095753,0,15,2,3,2
1518,W8387578,1,18,1,1,2
1519,>8312750,0,25,1,1,1
1520,H7861215,1,25,2,3,1
1521,L8212626,1,16,3,2,2
1522,W6163177,0,17,2,3,1
1523,T7364031,0,21,3,3,1
1524,O7350264,0,16,3,2,1
1525,T8173818,1,23,3,2,2
1526,>8436189,1,16,3,3,1
1527,^7452281,1,18,1,1,1
1528,G7351694,1,17,2,2,2
1529,B7639196,0,17,2,2,2
1530,Z7037138,1,15,2,1,2
1531,]7739473,1,17,1,2,2
1532,<9293436,1,25,1,1,2
1533,=9096352,0,21,2,2,1
1534,O6710301,0,17,3,3,1
1535,G8578157,0,20,3,3,2
1536,F6436840,0,17,1,1,1
1537,@9134776,1,18,1,3,2
1538,K9213981,0,18,1,3,1
1539,D8298516,1,20,3,3,2
1540,[9223097,1,15,1,2,1
1541,H6316776,0,16,3,3,1
1542,^827919,0,16,2,3,2
1543,N7861783,1,21,2,2,1
1544,Q7838549,0,16,3,2,1
1545,P7631672,1,22,1,3,1
1546,D6110651,1,24,3,2,1
1547,H6613877,1,22,3,1,2
1548,Q7932100,0,20,2,2,2
1549,O827541,0,21,3,2,1
1550,N9162279,1,17,2,1,1
1551,T7713800,0,23,2,2,1
1552,U7532120,1,23,2,1,1
1553,Q8671837,1,17,1,1,1
1554,>7925642,1,22,1,1,2
1555,C6324284,0,24,1,2,1
1556,_9419024,1,18,3,1,1
1557,V6489017,1,24,2,3,2
1558,D613159,1,22,2,2,2
1559,G6136800,0,18,1,3,2
1560,B7214946,0,23,3,1,1
1561,I6459109,1,19,2,1,1
1562,G8940616,0,24,1,2,2
1563,C9160466,1,23,3,2,2
1564,F7255557,1,25,3,3,2
1565,M6044299,0,21,3,2,2
1566,J9425713,0,15,3,3,1
1567,>7732551,1,24,1,3,2
1568,_778505,0,22,2,2,2
1569,]7890823,0,24,2,1,1
1570,B7375409,0,17,2,3,1
1571,G858458,1,24,1,2,2
1572,T6698601,0,16,2,3,2
1573,I6837977,1,25,1,3,2
1574,I6040345,1,15,3,3,1
1575,G7162379,0,22,2,1,2
1576,C7596282,0,25,3,1,2
1577,H9050898,1,19,3,2,1
1578,M7530686,1,22,2,1,1
1579,N7573286,0,24,3,1,1
1580,A8111287,0,18,1,3,1
1581,D6184092,1,21,1,1,2
1582,Y6397802,0,20,1,1,1
1583,<7186551,0,16,2,3,2
1584,=7525831,1,24,3,2,2
1585,F7968629,1,17,2,1,2
1586,<7376468,0,18,3,2,1
1587,L6031334,1,25,3,1,2
1588,J6382933,1,19,2,1,2
1589,Z7429957,1,18,3,2,2
1590,L9112856,0,16,3,3,2
1591,]8231356,0,19,2,1,2
1592,<8926057,0,16,1,3,2
1593,B7175834,1,21,1,3,2
1594,U8172029,0,17,1,1,2
1595,K6680805,0,17,3,2,2
1596,[8065159,1,24,3,3,2
1597,S7349223,0,15,1,3,1
1598,Z7731207,1,20,2,2,1
1599,B6158591,0,21,2,1,1
1600,V9520272,1,20,1,3,1
1601,K9016642,0,22,3,1,2
1602,B9124136,0,24,1,3,2
1603,V7930643,0,22,2,3,1
1604,J8061074,1,20,3,1,1
1605,_6864114,1,24,2,2,1
1606,T6813631,1,19,3,2,1
1607,@7038076,0,17,1,3,1
1608,C9234968,1,21,3,1,1
1609,N8291412,1,19,3,3,2
1610,K6419192,1,18,1,3,1
1611,I7586764,0,25,1,3,2
1612,]8235978,1,25,1,1,2
1613,Y7738266,0,25,2,2,2
1614,R7230946,0,18,3,3,1
1615,F9145982,0,25,2,1,1
1616,E7733793,0,25,1,1,2
1617,?7841634,0,21,1,1,2
1618,X7487799,0,23,1,3,2
1619,H7425913,0,25,2,3,1
1620,_6737741,0,23,2,3,1
1621,=959646,0,15,1,2,1
1622,W7893568,0,24,1,2,2
1623,J9040423,1,17,2,2,1
1624,=8128636,0,23,3,3,1
1625,[634137,0,17,2,2,2
1626,@6985643,1,23,2,2,2
1627,F8365959,1,25,2,2,2
1628,N7343175,1,21,3,2,2
1629,T8156725,1,21,3,3,2
1630,B8761096,0,20,2,1,1
1631,R8087557,1,23,2,3,2
1632,V6545957,1,19,2,2,1
1633,K9293306,0,16,3,2,2
1634,D6199174,1,15,3,3,1
1635,C7373076,0,24,3,2,2
1636,T7169987,0,21,1,3,1
1637,S7216442,1,25,2,2,1
1638,C653132,1,15,2,2,1
1639,M7638906,1,15,2,3,1
1640,A7151005,1,17,1,2,1
1641,=8690803,1,19,1,3,2
1642,W8911446,1,22,1,2,1
1643,]7664988,0,15,3,3,2
1644,=7520087,0,17,2,1,1
1645,<9396180,1,22,2,2,1
1646,D938831,1,16,3,3,1
1647,@9383062,0,16,3,2,2
1648,S8557431,0,18,1,1,2
1649,C6347815,0,25,2,2,2
1650,D8285213,1,24,2,3,2
1651,Q9499271,1,19,1,2,2
1652,A7343695,0,18,1,3,2
1653,S6150433,1,18,2,3,1
1654,K8166040,0,23,1,2,2
1655,U7723566,1,20,2,2,1
1656,U6975368,0,20,1,3,2
1657,I7232493,1,15,2,3,1
1658,W7749820,1,25,1,1,2
1659,K8958328,1,18,3,3,1
1660,J7740867,0,20,2,3,2
1661,>8512454,0,19,3,2,1
1662,K8556462,1,15,3,1,1
1663,R6654776,0,21,2,3,1
1664,V6375546,1,15,2,2,1
1665,>8877352,1,22,2,1,1
1666,R8097425,1,15,1,3,2
1667,V6767403,1,23,3,3,1
1668,Q7738930,0,19,3,1,2
1669,L602191,1,15,2,2,2
1670,=7738164,0,19,2,3,1
1671,A7338334,1,21,1,2,2
1672,S7772070,0,25,3,2,2
1673,Q687840,1,21,2,3,1
1674,@9526332,1,24,3,3,1
1675,R669279,1,16,3,1,2
1676,_6312496,0,19,1,2,2
1677,P7351964,0,15,2,2,1
1678,K7912715,1,25,3,2,2
1679,>702128,0,15,3,1,2
1680,O9051857,0,24,3,3,2
1681,V7657004,1,23,1,3,1
1682,T8086848,0,24,1,2,2
1683,X8220891,1,23,1,1,1
1684,H7135406,1,21,3,2,1
1685,R8419141,1,21,1,1,2
1686,O6197505,0,18,1,2,1
1687,N8213200,1,25,1,3,1
1688,T713238,1,24,1,2,2
1689,I8499305,1,18,1,1,2
1690,\6817165,0,25,1,3,1
1691,=9485835,0,23,2,1,2
1692,F7580517,1,18,1,2,2
1693,R8578202,0,25,2,2,2
1694,G8950810,1,22,1,3,2
1695,W7498538,0,22,3,1,2
1696,H7221450,1,24,2,1,1
1697,Z6456862,1,19,3,3,2
1698,R9574438,1,18,3,3,2
1699,I7658570,1,22,2,2,2
1700,C867020,0,20,3,3,2
1701,X8412422,1,16,2,3,1
1702,J7319182,0,16,1,3,1
1703,[6213553,0,15,1,3,2
1704,>7694184,1,21,3,3,1
1705,K9260425,0,19,3,1,1
1706,[8399028,1,23,3,3,2
1707,L8482427,1,17,3,2,1
1708,I91275,0,15,1,3,2
1709,V6145791,1,25,1,3,1
1710,=746182,1,25,3,1,2
1711,J6081650,0,25,3,1,2
1712,?8894358,0,18,1,3,1
1713,C6971218,1,15,2,2,2
1714,@9367404,1,16,3,2,2
1715,G6889887,1,21,3,1,2
1716,?6455793,0,23,1,3,2
1717,Z7986657,1,16,2,2,2
1718,T6281899,0,23,1,2,1
1719,W6857516,0,16,1,3,1
1720,B8032838,1,19,1,2,1
1721,Q8793378,1,15,2,3,2
1722,N6619840,0,19,3,1,1
1723,^8795486,1,17,3,1,2
1724,Z9021084,1,15,3,2,1
1725,Z7573773,1,18,3,1,1
1726,B9380998,0,20,3,3,1
1727,K6584698,0,24,2,1,2
1728,K6449322,1,25,3,2,1
1729,Q7633809,0,19,1,1,2
1730,<6471156,1,16,1,3,1
1731,W9119750,1,20,3,1,1
1732,@7635781,0,15,1,3,1
1733,O6344469,1,20,2,1,1
1734,Y9159523,0,24,1,1,2
1735,R6450752,0,22,2,3,2
1736,D7644254,1,20,1,3,1
1737,D6289409,1,25,3,1,1
1738,C8038957,0,20,3,3,2
1739,W855287,0,15,2,2,2
1740,[6236585,0,15,3,2,1
1741,I9268179,1,25,3,2,2
1742,P918415,0,20,3,2,1
1743,_8761861,1,24,3,3,1
1744,S7678352,0,19,2,2,1
1745,O9569146,1,20,2,2,1
1746,Q7847015,0,22,3,3,1
1747,Y9113371,0,24,3,2,2
1748,H9215597,1,18,1,3,1
1749,=8213711,0,16,2,1,1
1750,>7544041,1,20,1,2,1
1751,G9288481,1,22,1,1,2
1752,H8893943,0,19,2,2,2
1753,Q8379382,1,25,3,2,2
1754,Z7589766,0,19,1,2,1
1755,S6711807,0,22,3,2,1
1756,J6748245,1,19,1,2,1
1757,I8442722,1,18,2,2,1
1758,K8023240,1,19,1,1,2
1759,G8255347,1,15,1,2,2
1760,?8634751,0,17,1,2,2
1761,A6630889,1,23,1,3,1
1762,K8065420,1,18,3,1,2
1763,E9291855,0,17,2,2,1
1764,O6731098,1,17,2,1,1
1765,I8649544,0,24,3,1,2
1766,_6452930,0,21,2,1,2
1767,<6375751,0,25,3,1,2
1768,Y7067186,0,16,1,3,2
1769,P8746290,1,22,1,2,1
1770,L7811925,1,23,3,3,1
1771,\7176759,0,18,1,3,1
1772,P6593846,1,24,1,1,1
1773,[7788675,1,25,3,2,1
1774,D6492530,1,23,3,1,1
1775,P8455471,1,20,2,1,2
1776,?8831722,1,17,2,1,1
1777,[6375515,1,15,3,3,2
1778,V745305,0,20,3,3,2
1779,\907596,0,25,3,2,2
1780,>8577282,1,22,2,3,1
1781,O6860022,0,16,2,1,1
1782,W6469298,0,21,3,2,1
1783,B8814623,0,16,1,3,1
1784,<8275164,0,20,2,3,2
1785,M8148784,0,25,2,3,2
1786,I814084,1,15,2,1,2
1787,\8920055,0,20,3,2,1
1788,R7390506,1,18,2,2,1
1789,Z8443874,1,17,1,2,1
1790,@6353487,1,25,1,3,1
1791,G893158,0,21,3,1,2
1792,R7543940,0,17,3,3,1
1793,]7623521,0,25,3,1,2
1794,F7748367,0,19,3,3,2
1795,A6148811,0,20,3,2,2
1796,L6589652,1,18,3,1,1
1797,J755229,1,24,2,1,1
1798,M7465252,1,18,1,3,1
1799,]669220,0,17,3,2,2
1800,I8638775,1,20,2,1,2
1801,B946378,1,25,2,3,1
1802,O9248325,1,16,1,1,2
1803,I8120934,0,25,2,3,1
1804,L6641795,1,23,2,1,1
1805,W879706,1,20,3,1,2
1806,?669298,1,17,3,2,2
1807,D6584746,0,25,2,1,1
1808,L6760523,0,21,3,2,1
1809,=9555629,0,20,2,2,2
1810,U7220211,0,19,3,2,1
1811,^9025977,0,15,3,3,2
1812,?9264895,0,17,1,3,1
1813,Q7620323,0,17,1,3,1
1814,D6258420,0,16,2,1,1
1815,R6138579,0,22,2,3,2
1816,W8698572,1,16,3,2,2
1817,@9595354,1,17,2,1,1
1818,=9354607,0,24,2,2,2
1819,E6175213,1,17,3,1,2
1820,]9059487,0,23,3,2,1
1821,W7867717,1,20,1,3,2
1822,W7933876,1,18,3,2,1
1823,R9270309,0,19,2,2,2
1824,Y6640147,1,24,2,1,2
1825,W7596622,1,15,2,2,1
1826,M8425885,1,19,3,3,2
1827,A8486517,0,21,2,2,1
1828,<6671119,1,24,2,2,2
