userid,gender,age,consumption level,shopping level, occupation level,ad1,ad2,ad3,ad4,ad5,CTR VALUE
813,0,20,2,3,2,1,1,0,1,1,4
814,0,22,2,2,2,0,0,0,0,0,0
815,1,23,3,2,1,0,0,0,1,1,2
816,1,18,3,1,1,0,1,0,0,0,1
817,1,16,3,2,2,1,0,0,1,1,3
818,1,20,2,1,2,1,1,0,1,0,3
819,0,20,2,3,1,1,1,0,0,0,2
820,1,17,2,3,2,0,0,1,0,0,1
821,0,24,2,1,2,1,0,1,1,1,4
822,1,20,2,1,2,1,1,1,1,0,4
823,0,18,2,2,1,1,0,0,0,0,1
824,0,23,3,3,2,1,0,1,0,0,2
825,0,25,1,1,1,0,1,1,0,0,2
826,0,19,2,3,1,1,0,0,0,0,1
827,0,24,1,1,2,0,1,1,0,0,2
828,1,21,3,3,1,0,1,1,1,0,3
829,0,17,1,2,2,1,0,0,1,1,3
830,1,18,3,2,2,0,1,0,1,1,3
831,1,18,2,2,1,1,0,0,0,0,1
832,1,20,2,2,1,1,1,1,0,0,3
833,1,20,3,3,1,1,1,1,1,1,5
834,1,21,1,3,2,0,1,1,1,1,4
835,0,17,1,2,1,1,0,1,1,0,3
836,0,20,1,1,1,1,0,1,1,1,4
837,1,16,3,3,2,0,1,1,0,0,2
838,1,16,2,2,1,0,0,0,0,0,0
839,1,17,1,1,1,0,0,1,0,1,2
840,1,15,1,3,2,0,1,1,1,1,4
841,1,15,1,2,2,0,0,0,1,0,1
842,0,15,1,3,2,0,0,1,1,0,2
843,0,17,2,3,2,1,1,0,0,0,2
844,0,24,3,2,1,0,1,1,0,1,3
845,1,24,1,3,1,1,0,1,0,0,2
846,1,23,3,2,1,1,1,0,1,1,4
847,0,15,3,1,2,1,1,1,0,1,4
848,0,15,3,1,2,1,0,1,0,0,2
849,1,15,1,1,2,1,0,0,0,0,1
850,1,18,3,1,2,0,1,0,1,1,3
851,1,24,1,2,2,1,1,0,0,0,2
852,1,21,3,3,2,0,1,1,1,0,3
853,1,24,3,2,1,0,1,0,1,0,2
854,0,15,2,1,2,0,1,1,0,1,3
855,1,22,3,2,2,0,0,1,0,0,1
856,0,18,1,2,2,1,0,1,1,0,3
857,0,24,2,3,1,0,1,0,1,0,2
858,1,25,1,1,1,1,1,0,1,0,3
859,0,15,3,3,2,0,1,0,0,1,2
860,1,21,2,3,2,0,1,1,1,0,3
861,1,25,3,3,1,0,1,1,0,1,3
862,1,20,3,1,2,1,0,0,0,0,1
863,0,24,2,3,1,1,1,1,1,0,4
864,0,25,3,1,1,0,0,1,0,1,2
865,0,23,2,1,2,1,0,0,1,0,2
866,0,20,3,2,1,0,0,0,1,1,2
867,1,24,2,3,2,0,1,1,1,1,4
868,0,15,2,2,2,1,0,1,0,1,3
869,1,17,3,3,2,1,0,1,0,0,2
870,1,17,3,2,1,0,0,0,0,0,0
871,0,21,1,3,2,0,0,1,1,0,2
872,0,21,3,3,2,0,0,1,1,0,2
873,0,19,1,2,1,0,1,1,1,0,3
874,1,22,1,2,2,1,0,0,0,0,1
875,1,18,1,2,1,0,1,0,0,0,1
876,0,21,3,2,1,1,0,0,1,1,3
877,1,18,1,1,1,1,1,0,0,1,3
878,1,16,3,2,1,0,0,1,0,1,2
879,0,23,2,3,1,1,0,0,0,1,2
880,1,16,3,1,1,1,1,1,1,0,4
881,1,22,1,2,1,0,0,1,0,0,1
882,1,15,3,3,2,1,0,1,1,0,3
883,0,20,1,1,2,0,0,1,0,1,2
884,1,15,1,1,1,1,0,0,0,1,2
885,1,25,2,3,1,1,0,0,0,1,2
886,0,17,3,2,2,0,0,0,0,1,1
887,1,19,2,2,2,0,0,0,0,1,1
888,1,22,3,2,2,1,0,0,0,1,2
889,0,20,3,1,1,0,0,0,0,0,0
890,0,23,3,3,2,1,0,1,0,1,3
891,0,22,2,3,1,0,0,1,1,0,2
892,1,24,1,3,2,1,0,1,1,0,3
893,0,20,2,2,2,0,1,0,1,0,2
894,0,17,3,3,1,0,1,1,0,0,2
895,1,19,1,2,1,0,0,1,0,0,1
896,1,19,3,2,1,0,1,0,1,0,2
897,0,21,1,3,2,1,1,1,1,0,4
898,0,24,2,2,2,0,0,1,0,0,1
899,1,20,3,2,2,1,0,1,0,1,3
900,1,23,3,1,2,1,0,1,0,0,2
901,1,22,1,3,1,0,1,1,0,0,2
902,1,18,3,3,2,1,1,1,0,1,4
903,0,19,1,3,2,1,0,1,0,1,3
904,0,19,3,1,1,0,1,0,0,0,1
905,0,23,2,3,1,0,1,0,1,0,2
906,0,18,2,2,2,0,0,0,1,1,2
907,0,23,2,1,1,0,1,1,0,0,2
908,1,21,3,2,2,1,0,1,1,0,3
909,1,21,3,2,2,0,1,1,0,1,3
910,0,22,3,1,2,0,1,1,0,0,2
911,0,20,1,3,1,1,0,0,0,0,1
912,1,18,2,2,1,0,1,1,0,0,2
913,0,25,3,2,1,0,1,0,1,1,3
914,1,23,1,2,1,0,1,1,1,0,3
915,1,25,2,2,2,1,0,1,1,1,4
916,0,19,2,2,2,0,0,1,1,1,3
917,1,18,3,1,1,1,0,1,0,0,2
918,0,23,3,1,1,0,1,0,1,0,2
919,0,15,2,2,1,1,0,1,0,0,2
920,0,21,2,2,1,1,1,0,1,0,3
921,1,21,1,2,2,0,0,1,0,1,2
922,1,19,2,1,1,0,0,1,0,1,2
923,0,18,3,3,2,0,1,0,0,0,1
924,0,19,3,2,1,1,1,1,1,0,4
925,1,18,3,3,1,0,0,0,1,0,1
926,1,17,2,2,2,1,1,1,0,0,3
927,0,20,3,2,1,0,1,0,0,1,2
928,0,25,1,1,1,1,1,1,0,0,3
929,1,24,2,3,2,1,1,1,0,0,3
930,0,23,1,3,2,0,0,0,0,1,1
931,1,21,3,2,1,0,1,1,1,1,4
932,0,21,2,1,2,0,1,1,0,0,2
933,1,16,2,3,2,0,1,1,1,0,3
934,1,21,1,3,1,0,0,1,1,0,2
935,0,23,3,2,1,0,0,1,1,1,3
936,1,20,1,3,2,0,0,1,0,0,1
937,0,22,3,3,2,1,1,0,0,0,2
938,0,22,2,1,2,0,1,1,1,0,3
939,0,21,1,3,1,1,0,0,0,1,2
940,1,24,3,3,2,0,0,0,0,0,0
941,1,16,3,3,2,0,1,0,0,0,1
942,1,15,1,1,1,0,1,1,1,1,4
943,0,19,2,1,2,0,0,1,1,1,3
944,1,21,1,1,2,1,0,1,1,0,3
945,0,16,2,2,1,1,1,1,0,1,4
946,1,19,3,1,2,1,1,1,0,0,3
947,1,22,1,1,1,0,0,1,1,1,3
948,1,17,3,3,1,0,0,1,0,0,1
949,0,21,3,3,1,0,1,1,1,0,3
950,0,18,3,2,2,0,0,0,1,1,2
951,1,15,1,1,1,0,1,1,0,1,3
952,1,23,3,3,2,0,1,1,0,1,3
953,0,18,2,3,2,0,0,0,0,0,0
954,0,24,1,3,2,1,0,1,1,1,4
955,1,21,3,3,1,0,1,1,0,0,2
956,1,23,2,3,2,0,1,1,1,0,3
957,0,23,3,3,1,1,1,1,1,0,4
958,1,21,1,3,1,0,0,1,0,1,2
959,0,23,2,2,2,1,0,0,1,0,2
960,1,15,3,3,2,0,1,1,0,1,3
961,1,15,3,1,1,0,1,0,0,1,2
962,0,18,1,3,2,1,1,0,1,1,4
963,0,25,3,3,2,1,0,0,0,0,1
964,0,23,3,1,1,1,1,1,1,1,5
965,1,22,1,2,2,1,1,0,1,0,3
966,0,25,1,2,1,1,1,0,0,0,2
967,1,22,3,3,2,0,0,0,0,0,0
968,1,16,1,2,1,0,1,1,0,1,3
969,0,15,3,1,1,0,1,1,1,0,3
970,0,21,2,1,2,0,1,1,1,0,3
971,1,16,3,3,1,1,0,0,0,0,1
972,1,21,3,3,2,1,0,0,0,1,2
973,1,23,3,2,2,1,0,1,1,0,3
974,0,19,3,1,2,0,1,0,1,0,2
975,0,25,1,2,2,0,0,0,1,0,1
976,1,23,1,1,2,1,1,0,0,0,2
977,1,16,2,3,2,0,0,1,1,1,3
978,1,16,1,1,1,1,1,0,0,1,3
979,0,16,1,2,1,1,1,0,0,1,3
980,0,25,1,2,1,0,1,1,1,1,4
981,1,18,1,2,1,1,0,1,0,0,2
982,0,24,2,1,2,0,1,1,1,1,4
983,1,15,1,1,1,1,0,1,1,0,3
984,1,21,1,2,2,0,1,1,0,1,3
985,1,21,3,1,2,1,1,1,1,1,5
986,0,23,2,1,2,1,1,0,1,1,4
987,0,25,2,2,1,1,0,1,0,1,3
988,1,20,1,3,1,1,0,0,0,0,1
989,1,19,2,1,2,1,0,0,0,0,1
990,0,22,1,1,2,0,1,1,0,0,2
991,0,16,1,2,1,0,0,0,1,0,1
992,0,21,1,1,2,0,1,1,1,1,4
993,0,25,1,1,2,0,0,0,1,1,2
994,1,24,3,3,2,1,0,0,0,0,1
995,1,15,3,3,2,1,0,0,0,1,2
996,1,21,2,1,1,1,1,0,0,0,2
997,0,25,1,2,1,1,1,1,0,1,4
998,1,21,2,2,1,0,0,1,1,1,3
999,1,24,2,1,2,1,1,1,1,1,5
1000,0,21,2,3,1,1,1,1,0,1,4
1001,1,23,2,2,1,1,0,0,1,1,3
1002,1,19,3,1,2,0,0,0,0,1,1
1003,0,21,3,1,2,1,0,1,1,0,3
1004,1,20,3,1,1,0,1,1,0,1,3
1005,0,19,3,1,2,0,1,1,0,0,2
1006,1,23,2,1,1,1,0,0,1,1,3
1007,1,24,1,1,1,1,1,1,1,1,5
1008,1,25,1,1,1,0,1,0,0,1,2
1009,1,25,1,3,1,1,1,0,1,1,4
1010,1,18,1,2,2,0,0,0,0,0,0
1011,0,20,1,3,2,1,1,1,0,0,3
1012,1,22,2,2,1,0,1,0,1,1,3
1013,1,17,1,1,2,1,1,1,1,0,4
1014,0,16,2,1,2,1,0,1,1,1,4
1015,1,23,1,3,2,1,1,1,0,0,3
1016,1,15,2,3,1,1,0,1,0,1,3
1017,1,20,1,1,1,1,1,1,0,1,4
1018,1,19,2,1,1,1,0,1,1,0,3
1019,0,17,3,3,2,1,1,1,1,1,5
1020,1,22,3,2,1,1,1,0,1,0,3
1021,0,16,3,2,2,1,0,1,1,0,3
1022,1,15,3,1,1,1,1,0,0,1,3
1023,0,18,1,1,1,0,1,1,1,1,4
1024,0,15,2,2,2,1,0,0,0,0,1
1025,0,17,2,3,1,1,1,0,0,1,3
1026,1,24,2,1,2,1,1,0,1,1,4
1027,0,19,2,2,1,0,1,0,0,0,1
1028,1,21,1,2,1,0,1,1,1,0,3
1029,0,19,3,1,1,1,1,1,0,0,3
1030,1,24,2,2,1,0,1,0,0,1,2
1031,1,19,2,2,2,0,1,1,1,0,3
1032,0,16,2,3,1,1,0,1,1,0,3
1033,1,17,1,3,1,0,1,1,0,0,2
1034,0,24,2,2,2,1,0,1,0,1,3
1035,1,25,1,3,1,1,0,0,1,1,3
1036,0,24,1,2,2,0,0,0,0,1,1
1037,0,20,2,2,2,1,1,1,0,0,3
1038,1,22,1,1,1,0,1,1,0,0,2
1039,0,23,3,1,2,0,1,1,1,1,4
1040,1,17,2,3,1,1,0,0,1,1,3
1041,0,22,2,1,2,0,1,0,0,1,2
1042,0,19,1,1,2,0,1,0,0,0,1
1043,0,23,3,1,1,1,0,1,0,1,3
1044,0,18,2,3,1,1,0,0,0,0,1
1045,0,16,2,1,1,0,0,0,0,1,1
1046,1,18,3,1,1,1,0,0,1,1,3
1047,1,18,2,1,1,0,1,0,0,1,2
1048,0,21,1,3,2,1,0,0,0,1,2
1049,0,18,1,3,1,0,0,0,1,1,2
1050,0,19,2,2,1,1,1,0,0,1,3
1051,1,21,1,1,1,0,0,0,0,0,0
1052,0,16,2,2,1,1,0,0,0,0,1
1053,1,19,2,1,1,1,0,1,1,0,3
1054,1,25,2,2,1,1,1,0,0,0,2
1055,0,18,3,1,2,0,0,0,0,1,1
1056,0,19,3,3,2,0,0,0,1,1,2
1057,1,18,3,3,1,1,0,1,0,1,3
1058,1,23,3,1,2,1,1,0,0,1,3
1059,0,24,2,2,1,0,0,0,1,1,2
1060,0,20,1,1,2,0,0,1,0,1,2
1061,1,21,3,3,2,0,1,1,1,1,4
1062,0,18,1,3,2,0,1,1,0,1,3
1063,1,23,2,2,2,1,0,1,1,1,4
1064,0,23,2,1,1,0,1,0,1,0,2
1065,0,22,1,3,1,0,0,1,1,0,2
1066,1,22,1,1,1,1,0,0,0,0,1
1067,1,18,3,3,2,0,1,0,1,0,2
1068,0,20,3,1,1,0,0,1,1,0,2
1069,0,24,1,1,2,0,1,1,1,1,4
1070,0,25,2,2,2,1,0,1,0,0,2
1071,1,25,2,3,2,0,1,1,1,0,3
1072,1,23,3,1,2,1,0,1,0,1,3
1073,0,16,3,1,1,1,1,0,0,0,2
1074,0,22,3,2,1,0,0,1,0,1,2
1075,0,21,3,2,2,1,1,1,1,0,4
1076,1,15,2,2,1,1,0,1,1,1,4
1077,0,16,1,1,2,0,1,1,1,0,3
1078,0,21,1,3,2,0,0,0,0,0,0
1079,0,24,1,3,1,1,0,0,0,0,1
1080,1,21,1,3,1,0,1,1,1,1,4
1081,1,25,3,1,1,1,0,1,1,0,3
1082,1,25,2,3,2,0,1,0,1,1,3
1083,0,17,3,1,2,1,0,1,0,0,2
1084,0,19,3,1,2,1,0,0,1,0,2
1085,0,24,1,2,2,0,1,1,0,1,3
1086,1,19,2,1,2,0,1,0,0,0,1
1087,1,19,2,3,2,0,0,1,0,0,1
1088,0,21,2,1,1,0,1,1,1,1,4
1089,0,21,1,3,1,1,0,0,1,1,3
1090,0,24,1,1,2,1,1,0,0,0,2
1091,1,17,3,3,1,0,1,0,1,1,3
1092,1,15,3,2,1,1,1,0,0,1,3
1093,1,19,2,3,1,1,0,1,1,1,4
1094,1,18,3,1,2,1,1,1,0,1,4
1095,0,15,2,1,1,0,0,0,0,0,0
1096,0,18,3,3,2,0,1,0,0,0,1
1097,0,21,2,2,1,0,0,1,1,0,2
1098,1,19,1,1,1,1,0,0,0,0,1
1099,0,16,3,1,1,1,1,0,0,1,3
1100,0,17,1,3,1,1,1,1,1,0,4
1101,0,22,3,3,2,1,1,0,0,0,2
1102,1,17,1,2,1,1,1,0,1,1,4
1103,0,18,1,1,1,0,0,1,0,0,1
1104,0,23,1,1,2,1,1,0,0,0,2
1105,1,22,3,3,2,0,1,1,1,1,4
1106,1,15,2,1,1,1,1,0,0,1,3
1107,1,22,2,2,1,0,1,1,0,1,3
1108,1,15,1,2,2,0,0,0,1,1,2
1109,0,17,2,1,2,1,1,1,1,0,4
1110,0,16,1,3,1,0,0,1,1,1,3
1111,0,23,3,2,2,0,0,1,1,1,3
1112,1,15,1,3,2,0,0,1,0,1,2
1113,1,24,2,3,2,0,1,1,0,0,2
1114,1,25,3,3,1,1,0,0,1,1,3
1115,0,19,2,2,2,1,1,1,1,1,5
1116,1,19,1,2,1,0,1,1,1,0,3
1117,1,22,2,3,1,0,0,0,0,1,1
1118,0,23,1,2,1,0,1,0,0,0,1
1119,0,21,2,2,2,0,1,1,0,0,2
1120,1,18,3,3,2,1,0,0,0,0,1
1121,1,24,3,3,2,1,1,1,1,1,5
1122,0,24,1,3,2,0,1,1,0,0,2
1123,0,24,2,3,1,0,0,0,1,1,2
1124,1,20,3,1,2,1,0,0,1,1,3
1125,0,23,3,1,1,0,1,1,1,1,4
1126,0,16,3,2,2,1,1,0,0,0,2
1127,0,22,2,2,1,1,1,1,1,0,4
1128,1,22,2,2,1,1,1,1,0,1,4
1129,0,22,2,1,1,0,0,1,0,1,2
1130,1,20,1,2,2,1,1,0,1,1,4
1131,0,21,1,1,1,0,0,0,0,1,1
1132,1,17,2,1,2,0,1,0,1,0,2
1133,1,18,2,1,1,1,0,0,1,0,2
1134,1,23,1,3,2,1,0,1,0,1,3
1135,0,17,3,1,1,1,0,0,0,0,1
1136,1,20,2,3,2,0,1,0,1,1,3
1137,1,25,3,3,1,0,1,0,1,0,2
1138,0,25,2,1,2,1,1,0,1,1,4
1139,0,24,1,1,2,0,0,1,0,1,2
1140,1,25,2,2,2,1,0,1,1,0,3
1141,0,20,1,2,1,0,1,1,0,0,2
1142,0,19,2,1,2,1,1,1,1,1,5
1143,0,17,1,1,2,1,1,0,0,0,2
1144,1,25,3,3,2,0,1,1,0,1,3
1145,1,15,1,2,2,1,0,0,1,1,3
1146,0,25,3,2,2,0,0,0,0,1,1
1147,0,21,1,3,1,0,1,0,0,0,1
1148,1,16,2,2,2,1,0,0,0,0,1
1149,0,15,3,2,2,0,1,1,1,1,4
1150,1,25,3,1,1,1,0,0,1,1,3
1151,0,19,2,3,1,0,1,1,1,0,3
1152,1,20,1,2,1,0,1,1,1,0,3
1153,1,19,3,3,2,0,0,0,1,0,1
1154,0,20,2,3,1,0,0,1,0,0,1
1155,0,17,1,1,1,1,1,1,1,1,5
1156,0,16,1,1,2,1,1,0,0,0,2
1157,0,17,3,1,2,0,1,0,0,1,2
1158,0,21,2,1,1,0,1,1,0,1,3
1159,0,19,2,3,1,1,1,0,1,0,3
1160,1,25,1,2,1,1,0,0,0,1,2
1161,0,25,3,3,1,1,1,1,1,0,4
1162,1,20,1,1,1,1,1,0,0,1,3
1163,0,16,3,3,2,0,0,1,0,0,1
1164,0,17,1,3,2,1,1,1,0,0,3
1165,1,17,2,2,1,0,0,0,1,0,1
1166,0,17,2,2,2,1,1,0,1,0,3
1167,0,18,1,3,2,0,0,1,1,1,3
1168,0,20,3,3,1,0,0,1,0,0,1
1169,1,19,3,3,1,0,0,1,0,1,2
1170,1,18,2,2,1,0,0,1,0,1,2
1171,0,20,2,2,1,0,0,0,0,1,1
1172,1,24,2,3,1,1,1,0,0,0,2
1173,0,22,1,3,2,1,0,1,1,1,4
1174,0,21,1,1,1,1,0,1,1,1,4
1175,0,15,2,3,1,0,1,0,1,0,2
1176,1,23,2,3,2,0,1,1,0,1,3
1177,0,15,1,3,2,0,0,0,0,1,1
1178,1,17,2,3,1,0,0,1,0,1,2
1179,0,19,3,3,2,0,0,0,0,0,0
1180,1,21,3,1,2,0,0,1,0,0,1
1181,0,25,3,2,2,1,0,1,0,0,2
1182,0,19,1,3,1,0,1,0,0,0,1
1183,1,20,2,2,2,1,1,0,0,1,3
1184,0,16,1,2,2,0,0,0,0,0,0
1185,0,15,1,2,2,0,0,0,1,1,2
1186,0,21,3,3,1,1,1,1,0,1,4
1187,0,23,1,2,1,0,1,1,0,1,3
1188,0,25,1,1,2,0,1,0,0,0,1
1189,1,15,2,1,1,0,0,1,1,1,3
1190,1,16,3,2,2,0,1,1,1,0,3
1191,0,20,1,3,1,1,1,1,1,0,4
1192,1,21,3,3,1,0,0,0,0,1,1
1193,0,18,3,2,1,0,1,1,1,1,4
1194,0,18,1,3,2,0,0,0,1,0,1
1195,0,17,3,3,1,1,1,1,1,0,4
1196,1,18,3,3,2,1,1,1,1,1,5
1197,1,21,3,2,1,1,1,0,1,0,3
1198,0,25,2,1,1,1,0,0,1,0,2
1199,1,23,2,1,2,0,0,0,1,1,2
1200,1,25,2,1,2,1,1,0,0,1,3
1201,1,23,3,3,2,1,0,1,0,0,2
1202,1,16,3,3,2,1,0,0,1,0,2
1203,0,21,2,1,1,0,0,0,0,1,1
1204,1,23,3,1,2,1,1,1,0,0,3
1205,1,23,3,2,1,1,0,1,0,1,3
1206,1,19,2,3,2,0,1,1,0,0,2
1207,1,16,3,1,1,1,0,1,0,1,3
1208,0,23,2,1,2,1,0,1,1,1,4
1209,1,20,2,2,1,0,1,0,1,1,3
1210,0,16,3,1,1,0,1,1,0,1,3
1211,0,20,1,2,1,0,1,0,1,0,2
1212,1,15,3,1,1,0,0,0,0,1,1
1213,0,25,3,1,1,0,1,1,0,0,2
1214,1,17,3,1,1,1,0,1,1,1,4
1215,1,22,3,3,2,0,1,0,0,1,2
1216,0,19,3,2,1,0,1,0,0,1,2
1217,0,24,1,1,1,1,0,0,0,0,1
1218,0,20,3,3,2,1,1,1,0,0,3
1219,1,22,2,3,2,0,0,1,1,0,2
1220,0,25,2,3,1,1,1,0,0,1,3
1221,0,21,1,1,1,0,1,1,0,1,3
1222,0,19,1,3,2,1,0,1,0,0,2
1223,0,25,1,2,1,1,1,1,0,1,4
1224,0,25,1,3,2,1,1,1,1,0,4
1225,0,21,2,2,2,1,0,0,0,1,2
1226,1,21,2,1,1,0,0,0,1,1,2
1227,1,21,1,1,1,0,1,1,0,1,3
1228,0,19,1,2,1,0,1,1,1,1,4
1229,1,21,1,2,1,1,0,0,1,1,3
1230,1,16,1,3,1,0,1,0,0,1,2
1231,0,18,2,1,2,0,1,0,0,0,1
1232,0,24,3,3,2,0,1,0,1,0,2
1233,0,23,1,3,2,0,1,1,1,1,4
1234,0,21,2,3,1,1,0,1,1,0,3
1235,0,21,2,1,1,1,0,1,1,0,3
1236,1,15,2,3,2,0,0,1,1,0,2
1237,0,23,2,2,1,1,0,1,0,0,2
1238,1,25,3,1,2,0,0,0,1,1,2
1239,0,17,2,3,1,0,0,1,1,0,2
1240,0,17,2,3,1,0,0,1,0,0,1
1241,1,20,3,1,1,0,1,1,1,1,4
1242,1,19,2,1,2,0,1,0,0,0,1
1243,0,25,2,1,2,1,0,1,1,0,3
1244,1,18,1,3,2,0,0,1,0,1,2
1245,0,23,3,3,2,0,1,0,1,1,3
1246,1,18,3,2,1,0,0,0,0,1,1
1247,1,25,1,2,2,0,0,1,1,1,3
1248,0,19,1,2,2,1,1,1,1,0,4
1249,0,25,3,1,1,0,1,1,0,1,3
1250,0,22,1,1,2,0,0,1,1,1,3
1251,1,24,3,3,1,1,0,0,0,1,2
1252,1,24,3,1,2,1,0,1,1,0,3
1253,1,23,1,3,2,1,1,0,0,1,3
1254,1,22,1,3,2,1,0,0,0,0,1
1255,0,19,3,2,2,0,0,0,1,1,2
1256,1,20,3,3,1,1,0,0,1,0,2
1257,0,18,3,3,2,1,1,0,0,1,3
1258,0,16,2,3,2,1,1,1,1,0,4
1259,1,20,1,3,2,0,1,1,0,1,3
1260,0,25,2,2,1,0,0,0,1,1,2
1261,0,22,3,3,2,1,0,1,1,0,3
1262,0,16,3,2,1,1,1,1,0,1,4
1263,1,20,1,1,1,1,0,1,1,1,4
1264,0,20,2,3,2,1,1,1,1,0,4
1265,1,16,3,1,1,0,1,0,1,1,3
1266,0,18,3,1,2,0,0,1,1,0,2
1267,0,22,3,2,1,1,1,1,1,0,4
1268,1,25,2,3,2,1,1,0,1,0,3
1269,1,18,1,1,2,0,1,0,0,0,1
1270,0,18,1,1,1,1,1,0,0,1,3
1271,1,17,2,1,1,0,0,0,1,1,2
1272,1,20,3,2,1,1,0,1,0,0,2
1273,1,18,2,3,1,1,1,1,0,0,3
1274,1,17,2,1,1,1,1,0,0,0,2
1275,1,15,3,2,1,1,0,0,0,0,1
1276,0,25,3,2,1,1,1,0,1,0,3
1277,0,19,1,3,2,1,1,0,0,1,3
1278,1,25,1,1,1,1,0,0,0,0,1
1279,0,24,3,3,2,0,0,1,1,1,3
1280,1,15,3,3,1,0,1,1,1,0,3
1281,0,22,2,1,2,0,1,0,1,1,3
1282,1,23,3,1,1,0,0,1,1,1,3
1283,0,25,2,2,1,0,1,0,0,0,1
1284,0,18,2,2,1,0,1,1,1,1,4
1285,0,23,3,2,2,1,0,1,1,1,4
1286,0,25,2,1,2,1,1,0,0,1,3
1287,0,15,2,3,1,1,0,1,0,1,3
1288,1,21,3,3,2,0,0,0,0,1,1
1289,0,25,1,2,2,1,0,0,0,1,2
1290,1,21,1,3,1,1,0,0,0,1,2
1291,0,23,1,3,2,1,1,0,0,1,3
1292,1,22,3,3,1,0,0,1,1,0,2
1293,0,17,2,3,1,0,1,1,1,0,3
1294,0,17,2,1,1,0,0,1,0,0,1
1295,1,15,2,3,1,0,0,0,1,0,1
1296,0,15,2,2,1,0,0,1,1,0,2
1297,1,24,1,1,1,1,0,1,0,1,3
1298,0,17,3,1,1,1,1,0,1,1,4
1299,0,21,2,2,2,1,1,0,0,0,2
1300,0,23,2,1,2,0,1,0,1,1,3
1301,0,18,2,1,1,0,0,0,0,1,1
1302,1,19,2,3,1,1,0,0,1,0,2
1303,1,22,1,1,1,0,1,0,0,0,1
1304,0,18,1,1,2,0,1,1,0,1,3
1305,0,24,3,2,1,1,1,1,1,0,4
1306,1,20,2,1,1,1,1,0,0,1,3
1307,1,15,2,3,1,1,1,0,1,0,3
1308,0,21,1,2,1,0,1,1,0,0,2
1309,0,16,2,1,2,0,1,1,1,1,4
1310,1,21,2,3,2,1,0,1,1,0,3
1311,1,20,1,3,1,1,0,0,0,0,1
1312,1,25,3,2,1,0,1,0,1,1,3
1313,1,15,2,2,2,0,1,1,1,0,3
1314,1,25,1,3,2,1,1,1,1,0,4
1315,1,19,2,2,2,0,0,0,0,1,1
1316,0,17,3,2,1,0,1,1,0,1,3
1317,0,20,2,1,2,1,1,0,1,1,4
1318,1,21,1,2,1,0,1,1,0,1,3
1319,0,16,3,2,1,0,0,1,1,0,2
1320,0,23,2,2,2,0,0,1,0,1,2
1321,1,23,3,2,2,1,1,1,1,0,4
1322,0,23,1,2,1,1,1,0,1,1,4
1323,0,25,1,2,1,0,0,1,0,0,1
1324,0,18,3,2,1,1,1,0,1,0,3
1325,1,18,3,3,1,0,0,1,1,1,3
1326,1,22,1,2,2,0,1,1,1,0,3
1327,0,16,2,2,1,0,0,1,1,1,3
1328,1,25,3,2,1,1,1,1,1,0,4
1329,1,22,1,1,2,0,1,0,1,1,3
1330,0,15,1,3,1,1,0,1,1,0,3
1331,1,17,1,1,2,0,0,0,0,1,1
1332,0,19,3,2,1,1,1,0,1,0,3
1333,0,20,3,1,2,0,1,0,1,0,2
1334,0,19,1,3,1,0,1,0,0,0,1
1335,0,22,1,2,2,0,0,0,1,0,1
1336,1,19,2,3,1,0,0,1,1,0,2
1337,1,23,3,2,2,1,1,1,1,1,5
1338,0,20,3,2,1,1,0,0,1,1,3
1339,0,16,2,1,2,1,1,0,1,1,4
1340,1,23,3,2,1,0,0,1,0,0,1
1341,0,19,3,2,1,1,0,1,1,0,3
1342,1,16,3,1,1,0,0,0,1,1,2
1343,1,17,3,1,2,1,0,0,0,0,1
1344,0,17,1,1,2,0,0,0,1,1,2
1345,1,19,3,2,1,1,1,0,1,1,4
1346,0,17,2,3,1,0,0,0,0,1,1
1347,0,21,3,2,1,1,0,0,1,0,2
1348,0,16,3,3,2,0,1,1,1,1,4
1349,0,18,2,3,2,0,1,0,0,0,1
1350,0,18,2,2,2,0,1,1,1,0,3
1351,0,23,1,3,2,1,1,0,0,0,2
1352,1,15,2,2,1,1,1,1,0,1,4
1353,0,18,3,1,1,0,1,0,0,1,2
1354,0,17,1,2,2,1,0,1,0,0,2
1355,0,22,1,2,1,0,0,0,0,0,0
1356,0,24,1,2,2,0,0,1,0,0,1
1357,0,25,2,2,2,0,0,1,1,1,3
1358,0,20,3,2,2,1,1,0,1,1,4
1359,0,25,1,3,1,1,0,1,1,0,3
1360,1,22,3,1,1,1,1,0,1,1,4
1361,0,15,1,3,2,1,1,0,0,1,3
1362,0,24,2,2,1,0,1,0,0,1,2
1363,1,21,1,3,1,1,1,1,0,0,3
1364,1,23,3,1,2,0,0,0,0,1,1
1365,0,24,1,2,1,1,1,1,0,0,3
1366,0,17,3,1,2,1,1,1,1,0,4
1367,1,24,2,3,1,0,0,1,1,1,3
1368,1,24,3,3,1,1,1,1,1,1,5
1369,1,23,2,1,2,0,0,1,1,0,2
1370,0,24,3,3,2,1,1,0,1,1,4
1371,1,16,1,2,1,1,0,1,1,0,3
1372,1,16,2,2,2,1,1,1,0,1,4
1373,0,24,1,3,1,1,0,1,0,0,2
1374,0,23,1,2,1,1,0,0,1,0,2
1375,1,23,1,3,1,0,0,1,0,1,2
1376,0,20,2,2,2,1,1,0,1,1,4
1377,0,15,1,1,2,0,1,1,1,0,3
